Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days),Hashtags_(dictionary),Hashtags_Count,Hashtags_Sum,Unnamed: 0
67398061,891414.08,4286.84,1.329,0.5793,50,10,22,18,1.62,"{'onthisday': 3, 'psgom': 2, 'ompsg': 1, 'leclassique': 1, 'allezparis': 1, 'confrontodelendas': 1, 'ronaldinhoxcafu': 1, 'futeboldelendas': 1, 'correpragarantir': 1, 'imperdÃ­vel': 1, '14dedezembro': 1, 'tbt': 1, 'psglegend': 1, 'brazil': 1, 'ronaldinho': 9, 'jogabonitotour': 3, 'timcahill': 1, 'footballlegends': 1, 'comingsoon': 1, 'nyse': 1, 'bolsadevaloresny': 1, 'r10score': 1, 'nbainabudhabi': 2, 'ourcounty': 1, 'fifaworldcup': 1, 'miamifutbol': 1, 'worldcup': 1, 'worldcup26': 1, 'soccer': 1, 'brucramer': 2, 'miami': 1, 'fifa2026': 1, 'primitivo': 1, 'r10': 1, 'gaucho': 1, 'fabiocordella': 1, 'thewineofthechampions': 1, 'vino': 1, 'winelover': 1, 'brasil': 1, 'italy': 1, 'salento': 1, 'copertino': 1, 'vinedo': 1, 'vindimia': 1, 'vendimia': 1, 'harvest': 1, 'fcmobile': 1, 'sempremilan': 2, 'osasunabarÃ§a': 1, 'laliga': 1, 'laligaeasports': 1, 'fc25': 1, 'cahill': 1, 'ucl': 1, 'efootball': 1, 'pr': 1, 'ronaldinhoxkidsuper': 1, 'nookeagÃªncia': 1, 'ny': 1, 'ronaldinhoart': 1, 'apuestagana': 1, 'diversiÃ³nasegurada': 1, 'ganaengrande': 1, 'regÃ­strateya': 1}",65.0,81.0,
67107508,1858345.0,6711.49,2.7792,0.01,0,0,0,0,0.0,{},0.0,0.0,
65962589,4172263.17,35250.46,6.3786,7.2041,36,25,11,0,3.417,"{'dolbyatmos': 3, 'lovemoreindolby': 3, 'ì§': 27, 'jin': 27, 'jin_illbethere': 6, 'jin_happy': 24, 'samsung': 3, 'ìí¼ì°¸ì¹': 3, 'supertuna': 3, 'jungkook_iamstill': 6, 'jungkook_iamstill_party': 3, 'ì êµ­': 3, 'jungkook': 3, 'nevaplay': 3, 'rm': 3, 'meganxrm': 3}",16.0,123.0,
65597009,1674335.25,8971.83,2.5661,3.7466,7,1,2,4,3.143,"{'kaybeauty': 1, 'kaybykatrina': 1, 'itskaytobeyou': 2, 'makeupthatkares': 1, 'blushthatadapts': 1, 'velvetcreme': 1, 'newlaunch': 1, 'newestdrop': 1, 'blushon': 1, 'cremeblush': 1, 'blushblindness': 1, 'whenkaymethuda': 1, 'kayxhuda': 1, 'hudabeautyxkaybeauty': 1, 'rado': 1, 'feelit': 1, 'centrixjubilee': 1, 'radoxkatrinakaif': 1, 'bringmagichome': 1, 'diwaliwithmi': 1, 'ad': 1}",21.0,22.0,
65477707,614677.0,6039.92,0.948,0.3852,16,3,11,2,0.625,"{'tftwtour': 8, 'fallonis50': 1, 'fallontonight': 1}",3.0,10.0,
65358436,328737.6,1066.22,0.5046,0.502,165,23,80,62,1.394,"{'thunderbolts': 2, 'deadpoolandwolverine': 12, 'marvelcomics': 32, 'nycc': 13, 'marvelcosplay': 8, 'blackhistorymonth': 1, '1': 30, '20': 1, '27': 1, '16': 2, '4': 3, '7': 2, '18': 2, '10': 1, '12': 2, '14': 3, 'marvelunlimited': 6, 'marvelnycc': 20, 'ad': 4, 'venom': 2, '61': 1, 'xmen': 2, 'daredevilbornagain': 2, 'valkyrie': 1, 'spiderman2ps5': 1, 'begreatertogether': 1, '2153': 3, '8': 3, 'marvelmysticmayhem': 1, 'marvelgames': 1, 'marvel': 2, '38': 1, '2': 10, '3': 1, 'agathaallalong': 43, '26': 1, 'agathaalong': 1, '9': 1, '37': 1, 'whatnot': 1, 'xmen97': 1, 'monstertruck': 1, 'monsterjam': 1, 'marvelrpg': 1, 'rpg': 1}",45.0,230.0,
64375364,1853523.93,7368.13,2.8907,1.9435,28,1,9,18,0.179,"{'vesselofhatred': 1, 'ad': 1, 'vma': 1, 'applemusiclive': 2}",4.0,5.0,
64260079,1408560.33,12989.7,2.2122,0.0202,28,3,18,7,0.214,"{'grammymuseum': 1, 'willsmithnorockinrio': 1, 'rockinrio40anos': 1, 'rockinrio2024': 1, 'azerbaijangp': 1, 'f1': 1}",6.0,6.0,
62899363,387143.97,3716.76,0.6214,0.7298,718,73,378,267,1.102,"{'whitebbpremium': 1, 'glowuptanpamakeup': 1, 'msglowbeauty': 3, 'bni46': 2, 'bniim2024': 1, 'tosiseason3': 20, 'tosi_sctv': 14, 'turnamenolahragaselebritiindonesia': 11, 'sctvsports': 14, 'kanaffordableluxury': 2, 'kanafurniture': 2, 'tidurans': 1, 'promobundling': 1, 'cushioncover': 1, 'playfulinterior': 1, 'indonesianmusicawards2024': 1, 'ima2024': 1, 'indonesianmusicawardsdircti': 1, 'langitmusik': 1, 'musikindonesia': 1, 'mopchannel': 1, 'moplovers': 1, 'ghostober2024': 1, 'minangbersaudara': 2, 'rasapadangkekinian': 2, 'sukobanamakan': 2, 'larocheposayid': 1, 'skinlifechanger': 1, 'cicaplastforall': 1, 'supermoisturizer': 1, 'tosi': 1, 'equestrian': 1, 'slavinaindonesia': 3, 'completeyourinnerfragrance': 2, 'grandopening': 1, 'barbershopkeren': 1, 'gayatanpabatas': 1, 'barbershop': 1, 'gentlemangrooming': 1, 'paccobang': 1, 'potongrambut': 1, 'barber': 1, 'promo': 1, 'gaspolsctv': 8, 'sctvvarietyshow': 9, 'sctvgameshow': 4, 'pakaicessayuk': 1, 'akupilihcessa': 1, 'sobatsetneg': 2, 'kemensetnegri': 1, 'kabinetmerahputih': 1, 'raffiahmad': 15, 'pilihanmamagigi': 3, 'nagitaslavina': 8, 'kbbberjamaah': 4, 'berjamaahgaskeun': 2, 'jejeasepberjamaah': 4, 'jejeasepgaskeun': 4, 'kbbpilihno2': 2, 'turnamnolahragaselebritiindonesia': 1, 'calliexnagitaslavinaxikyk': 1, 'harmony': 1, 'kawanminang': 1, 'mpasianak': 1, 'menumakananak': 1, 'bumbubunda': 1, 'bundaelia': 1, 'zsxnasl': 1, 'prabowo': 4, 'gibran': 1, 'indonesia': 3, 'indonesiamaju': 5, 'jokowiamin': 1, 'keberlanjutan': 1, 'prabowogibran': 3, 'indonesiaemas': 1, 'terimakasihjokowi': 2, 'indonesiaadilmakmur': 1, 'terimakasihjokowiamin': 1, 'bolehkahsekalisajakumenangis': 1, 'titipanwarga': 4, 'bantenmajuadilmeratatidakkorupsi': 16, 'andradimyati': 15, 'andrasoni': 20, 'dimyatinatakusumah': 16, 'mrdim': 16, 'sekolahgratis': 4, 'raffigigiterikat1dekade': 2, '10tahunjokowi': 1, '1000tahunjokowi': 1, 'pengabdianjokowi': 1, 'quiz': 2, 'ransfood': 2, 'ransfoodgoestoschool': 1, 'rumutbikingoodmood': 2, 'ransfoodgoestojawatimur': 1, 'bantenmaju': 4, 'kanarans': 1, 'navapark': 1, 'sofasandarans': 1, 'tatarans': 1, '20oktober2024': 2, 'presidenprabowo': 1, 'andrasonidimyati': 1, 'gerakan02': 1, '02selalu': 1, 'kpu': 1, 'debatperdana': 1, 'laicaxnasl': 2, 'ransnusantarahebat': 1, 'bsdcity': 1, 'bsdupdates': 1, 'istanaboneka': 1, 'isbon': 1, 'sekolahgeratis': 12, 'konsergratis': 1, 'dewa19': 2, '02': 2, 'marlenebdayrocktheboat': 1, 'specialsatudekade': 1, 'raffinagita1717': 3, 'aziziasadel': 1, 'dimasahmad': 4, 'fyp': 3, 'fypã·': 3, 'viral': 2, 'ransxsimba': 1, 'generasimba': 1, 'sekalibilasglowingberkelas': 1, 'allahummabarik': 1, 'ceritapaulaver': 1, 'paulaverhoeven': 1, 'silaturahmi': 1, 'lovefutsal': 1, 'cumafilmayangaman': 2, 'sw': 1, 'sarwendah': 1, 'duniabunsar': 1, 'newsrans': 2, 'ransnews': 2, 'ransentertainment': 3, 'airsuspensi': 3, 'airbft': 3, 'lamborghini': 2, 'aventador': 1, 'lp700': 1, 'mnibukakembali': 1, 'indotvtrends': 1, 'indotvtrendsupdate': 1, 'gaspol': 5, 'sctv': 1, '8persen': 1, 'shopeeexclusivelaunching': 1, 'laicaactivexshopee': 1, 'iccn2024komunitangguh': 1, 'jejegovinda': 2, 'calonbupati': 2, 'kabbandungbarat': 1, 'syahnazdanjeje': 1, 'pilkada2024': 1, 'riaricis': 1, 'inararusli': 1, 'groupmcontentday': 1, 'ikisurabayacak': 2, 'magicrunsurabaya': 2, 'rumut': 2, 'serangbahagia': 4, 'andalanmama': 1, 'jejeasepamanah': 8, 'bandungbaratberjamaah': 2, 'imx2024': 10, 'huttni79': 1, 'ariel': 1, 'slank': 1, 'biglucky8': 1, 'gsthefresh': 1, 'wanginyasultan': 1, 'infotangerang': 3, 'infotangsel': 3, 'kabartangsel': 3, 'kabarbintaro': 3, '2ne1': 1, 'tosi_3': 3, 'sctvspesial': 8, 'raffinagita': 2, 'unitybringsperfection': 1, 'jvsgroupanniversary': 1, 'nixx': 1, 'nixxperience': 1, 'jadiinmaumu': 2, 'tumiindonesia': 1, 'tumi': 1, 'tumiasra': 1, 'porsche': 1, 'porsche911': 1, 'pasangairsus': 1, 'modifikasi': 1, 'mobil': 1, 'car': 1, 'ceper': 1, 'bagged': 1, 'filmlembayung': 1, 'imxfriends': 1, 'imx': 2, 'indonesiamodificationexpo': 2, 'roadtotheworld': 1, 'roadtoimx2024': 2, 'lifestyleexpo': 3, 'moveyourmindwithasics': 2, 'asicsindonesia': 2, 'ransfoodofficial': 2, 'rumutbikingoodmod': 1, 'beranipunyapassion': 2, 'msglowformen': 4, 'runningforpassion': 3, 'berlinmarathon2024': 2, 'runnerssupportsytstem': 1, 'borntosweat': 3, 'gosweatgoion': 2, 'andradimiyati': 2, 'dimyatinatakusuma': 2, 'pandeglangmaju': 2, 'suunto': 1, 'suuntorace': 1, 'suuntoraces': 1, 'adventurestratshere': 1, 'suuntoindonesia': 1, 'alfamart': 1, 'alfagift': 1, 'umrohbarengalfamart': 1, 'jawabarat': 1, 'bandung': 1, 'kabupatenbandung': 1, 'kabupatenbandungbarat': 8, 'rojosambelsiaa': 2, 'topmantapisthebest': 2, 'tosi3': 2, 'nasigorengnagih': 2, 'nasigorengnagihmamagigi': 2, 'nagihsetiapsaat': 2, 'yangpastinagih': 1, 'parungpanjang': 1, 'ayudewi': 1, 'ayudewistory': 1, 'friends': 1, 'aaca2024': 1, 'asianacademycreativeawards2024': 1, 'liputan6': 1, 'pointofviewsctv': 1, 'sctvnews': 1, 'ftvsctv': 1, 'runnerssupportsystem': 1, 'temanrojo': 1, 'banten': 1, 'pilgubbanten2024': 1, 'gerindra': 4, 'prabowosubianto': 1, 'terimakasihpresidenjokowi': 1, 'kartuindonesiapintar': 1, 'berjamaah': 6, 'bandungbarat': 8, 'umkmbandungbarat': 1, 'pilgubbanten': 2, 'rans': 1, 'ransfamily': 1, 'umroh': 1, 'keluyurans': 1, '02andradimyatibanten': 1, 'okegasbanten02': 1, 'bantenadilmerata': 1, 'antikorupsibanten': 1, 'bantenmaju2024': 1, 'andrasonidimyatiuntukbanten': 1, '02untukperubahanbanten': 1, 'suarabantenpilihnomor2': 1, 'bersatuuntukbanten': 1, 'pilkadabanten2024': 1, 'gaskeun': 3, 'kabupatenbaundungbarat': 1, 'bluesquad': 2, 'zulhas': 1, 'ekopatrio': 1, 'astridkuya': 1, 'uyakuya': 1, '6': 3, 'gubernurbanten': 1, 'thedudasminusone': 2, 'mandalika': 1, 'lombok': 1, 'nusatenggarabarat': 1, 'jumatberkah': 1, 'pedulidisabilitas': 1, 'berbagikebaikan': 1, 'goyangkanankiri': 2, 'indomusikteam': 1, 'jmw': 2, 'pan': 2, 'jejeasep': 2, 'kbb': 2, 'fyp_trans7': 1, 'gerakcepatuntuksumbar': 1, 'minangkabau': 1, 'vaskoruseimy': 1, 'mahyeldiansharullah': 1, 'kamari': 1, 'jennifercoppen': 1, 'andara': 1, 'shintaeyong': 1, 'rayyanza': 1, 'cipung': 1, 'ransfc': 2, 'ransnusantarafc': 2, 'ranskandia': 2, 'andrasonidimyatinatakusumah': 1, 'koalisibantenmaju': 1, 'bantenadilmeratatidakkorupsi': 1, 'celebrityproam': 2, 'golfjourney': 1, 'healthyliving': 1, 'championingahealthytommorow': 1, 'asiandevelopmenttour': 1, '5': 4, 'nmaa': 1, 'robustgolf': 1, 'therga': 1, 'teamrga': 1, 'rgatourlife': 1, 'rgajuniors': 1, 'jakartabarat': 1, 'jakartadrivingrange': 1, 'golfjakarta': 1, 'professional': 1, 'pga': 1, 'golfcoachjakarta': 1, 'juniorgolfjakarta': 1, 'juniorgolfcoach': 1, 'golfacademy': 1, 'golfcoach': 1, 'golfislife': 1, 'golfjakartabarat': 1, 'drivingrangejakartabarat': 1, 'combiphar': 2, 'pxgindonesia': 1, 'pxg': 1, 'pxgkorea': 1, 'simbacereal': 1, 'championingahealthytomorrow': 1, 'turnamenolaharagaselebritiindonesia': 1, 'gbkpeople': 1, 'msglowformenrunning': 1, 'tniprima': 1, 'polripresisi': 1, 'juragan99trans': 2, 'juragan99': 1, 'kosmenesia': 1, 'j99corp': 1, 'msglowaestheticclinic': 1, 'beramal': 2, 'harapanbarusulteng': 1, 'friendsofmerryriana': 1, 'quotes': 1, 'duniarans': 2, 'btv': 2, 'syahnazsadiqah': 1, 'carlsjrindonesia': 1, 'carlsjrjd': 1, 'carlsjratlivingworldalamsutera': 1, 'carenthusiast': 1, 'customwheels': 1, 'automotiveart': 1, 'jakartaevent': 1, 'amanah': 1, 'jajaransfestival': 5, 'aquadulu': 2, 'gununggeulisgolf': 1, 'golfbeautifully': 1, 'golfbeautifulbogor': 1, 'golfcourse': 1, 'golfbogor': 1, 'golfindonesia': 1, 'indonesiagolf': 1, 'mountainiousgolf': 1, 'gununggeulisgolfclub': 1, 'thecelebrityproam': 1, 'iamlowcalorie': 1, 'ionation2024': 1, 'ionwaterid': 1, 'makinamanmakincerdas': 2, 'semuajadiistimewa': 1, 'semarakpestadiskon99': 1, 'tentangperjalanan': 1, 'pahawang': 1, 'lampung': 1, 'nisyaahmad': 1, 'mamaamy': 1, 'dprdjabar': 1, 'dewanterpilih2024': 1, 'ratuzakiyah': 1, 'ratuzakiyahnajibhamas': 1, 'kabserangbahagia': 1, 'kabserang': 1, 'brightgas': 1, '8misi': 1, 'astacita': 1, '17programprioritas': 1, '8programhasilterbaikcepat': 1, 'dirgayuza': 1}",407.0,791.0,
62896138,857234.11,7632.59,1.3751,0.8756,35,6,18,12,0.829,"{'anittaesmarieclaire': 1, 'prezÃ£o': 1, 'publi': 1, 'ensaiosdaanitta': 1, 'carnavaldaanitta': 1, 'maratonadejogaÃ§Ã£o': 1, 'bebacommoderaÃ§Ã£o': 1, 'anitta': 1, 'evolusheinxanitta': 5, 'sheinforall': 5, 'sheinpartner': 5, 'vmas': 4, 'paradise': 1, 'nfl': 1}",14.0,29.0,
62706097,1195150.82,8056.75,1.9188,1.4852,16,1,1,14,0.063,{'autographcardexclusives': 1},1.0,1.0,
62614053,1516770.0,7210.88,2.4339,1.3577,14,4,10,0,1.429,"{'singhamagain': 2, 'jensenhuang': 1, 'ad': 3, 'takethefirststep': 1, 'khelkhelmeinonnetflix': 1, 'sarfira': 2, 'sarfiraonhotstar': 2, 'capeofgoodfilms': 3, 'singhamagaintrailer': 1, 'housefull5': 1, 'bhoothbangla': 1, 'specialannouncement': 1, 'makeinindia': 1}",13.0,20.0,
62118961,1143262.33,4780.74,1.8481,0.973,0,0,0,0,0.0,{},0.0,0.0,
62062471,4493906.63,35145.85,7.2976,9.2481,15,0,1,14,0.933,"{'jisoo': 1, 'tommyhilfiger': 2, 'giftthediordream': 1, 'ëì¬íë¦¬ë°ì´ë©ì´í¬ìì»¬ë ì': 1, 'í¸ë¡': 1, 'ë¶ì´ë¹µ': 1, 'ì¶¥ë¤': 1, 'alorunner': 1, 'dior': 1, 'diorss25': 1, 'ëì¬í¥ì': 1, 'ladydior': 1, 'nyfw': 1}",13.0,14.0,
60940323,4586884.94,31561.86,7.5786,8.6415,23,6,9,8,0.304,"{'pachinko': 1, 'appletv': 1, 'rosie': 2, 'dec6th': 1, 'pinaultcollection': 2}",5.0,7.0,
59276468,1925204.75,5906.84,3.2578,1.9773,23,4,4,4,0.917,"{'michaelkors': 2, 'bigfashionfestival': 1, 'iykyk': 1, 'pumaxanushka': 2, 'pumabirthdaybash': 1, 'yesmomsanddads': 1, 'wherecelebrationneverends': 1, 'festivecollection': 1, 'collab': 1}",9.0,11.0,
58974258,384605.41,1878.23,0.6553,0.5057,555,129,160,266,3.378,"{'blackhistorymonth2024': 1, 'mufc': 496, 'muwomen': 34, 'manutd': 471, 'sumpahpemuda': 1, 'premierleague': 131, 'eriksen': 15, 'brunofernandes': 12, 'shotonsnapdragon': 17, 'weareunited': 39, 'garnacho': 28, 'rashford': 19, 'oldtrafford': 131, 'ugarte': 25, 'muacademy': 17, 'unitedstyle': 8, 'europaleague': 71, 'onana': 14, 'uel': 2, 'bayindir': 3, 'martinez': 1, 'courteeners': 1, 'beckham': 3, 'cantona': 1, 'rooney': 16, 'adidasfootball': 14, 'hojlund': 11, 'uefayouthleague': 1, 'maguire': 3, 'vanpersie': 3, 'yoro': 4, 'vidic': 1, 'manchesterunited': 2, 'fenerbahÃ§e': 1, 'sirbobbycharlton': 2, 'casemiro': 2, 'seoul': 1, 'southkorea': 1, 'deligt': 8, 'premieeleague': 1, 'jonnyevans': 3, 'noroomforracism': 1, 'goldenboy': 1, 'mainoo': 9, 'findyourbetter': 1, 'fanfriday': 7, 'efootball': 3, 'georgebest': 8, 'togetherroarslouder': 2, 'oldtraffordsleepout': 1, 'theatreofdreams': 1, 'blackhistorymonth': 2, 'plfacommunityfund': 1, 'denmark': 1, 'nationsleague': 5, 'adidasoriginals': 1, 'andycole': 2, 'mountkilimanjaro': 1, 'terland': 2, 'mayaletissier': 3, 'wsl': 3, 'ellatoone': 1, 'wesbrown': 1, 'superleague': 5, 'berbatov': 3, 'plpfacommunityfund': 1, 'zirkzee': 6, 'grandfinal': 3, 'streetreds': 4, 'wmhd24': 1, 'worldmentalhealthday': 1, 'mentalhealthawareness': 2, 'heaton': 1, 'efl': 1, 'fordanmark': 1, 'tomheaton': 1, 'toptrumps': 1, 'graceclinton': 2, 'mulegends': 20, 'celtic': 1, 'evans': 2, 'onthisday': 1, 'zlatan': 1, 'ibrahimovic': 1, 'digitalfuturesacademy': 1, 'haribatiknasional': 1, 'plkicks': 3, 'paris2024': 1, 'olympics': 1, 'dalot': 2, 'u18pl': 1, 'championsleague': 1, 'malacia': 5, 'europeandayoflanguages': 1, 'tyrellmalacia': 1, 'amad': 5, 'mount': 3, 'carabaocup': 25, 'raphaelvarane': 1, 'efltrophy': 1, 'unitedandme': 3, 'abilitycounts': 3, 'unitedandpetra': 3, 'nationalinclusionweek': 1, 'otd': 1, 'tenhag': 5, 'lindelof': 1, 'youthmentalhealthday': 1, 'christianeriksen': 1, 'mentalhealth': 1, 'ymhd': 1, 'ftfc': 1, 'antony': 2, 'siralexferguson': 2, 'mutv': 4, 'womensfacup': 1, 'manutdfoundation': 1, 'scholes': 4, 'ronaldo': 2, 'waynerooney': 5, 'bryanrobson': 1, 'toone': 1, 'darrenfletcher': 1, 'portugal': 2, 'scotland': 1, 'mufoundation': 19, 'nothinglikeoranje': 1, 'nedbih': 1, 'kipchoge': 2, 'cristianoronaldo': 1, 'kopatrophy': 2, 'tbt': 1, 'valencia': 1, 'nickybutt': 1, 'celinbizet': 1, 'celticfc': 1, 'eliudkipchoge': 1, 'sancho': 1, 'premierleague2': 1, 'mazraoui': 1, 'mctominay': 3, 'sekoukone': 1, 'adidaszne': 1, 'adidassportswear': 1, 'createdwithadidas': 1}",145.0,1875.0,
58591940,1616371.15,16203.31,2.7863,0.7458,51,12,22,17,0.216,"{'publicidade': 6, 'growthsupplements': 1, 'teamgrowth': 1, 'pegalevenabebida': 1, '1': 1, 'mmabet': 1}",6.0,11.0,
